id,total_unique_reviews,unique_review_rate
10156314,0,0
10156441,,
10156574,0,0
10157256,3,0.039473684
10157977,3,0.048387097
10160215,0,0
10161361,,
10162752,0,0
10163240,0,0
10163617,0,0
10163936,0,0
10165064,11,0.046808511
10165181,4,0.121212121
10165313,0,0
10165410,0,0
10165663,1,0.00591716
10166953,,
10166986,0,0
10167401,0,0
10167436,0,0
10167860,2,0.014925373
10172522,0,0
10172621,,
10173750,,
10174245,,
10174662,2,0.00990099
10175187,,
10175678,0,0
10175969,0,0
10176552,0,0
10177726,0,0
10184162,,
10185955,1,0.004385965
10185960,0,0
10186787,0,0
10186876,0,0
10190411,,
10191601,4,0.153846154
10192564,0,0
10192697,0,0
10192898,,
10193343,1,0.166666667
10193392,0,0
10200715,0,0
10202835,1,0.03030303
10205011,1,0.029411765
10205130,2,0.023529412
10207451,0,0
10208954,1,0.0625
10209973,0,0
10210556,,
10211452,,
10212685,1,0.004484305
10212862,0,0
10222008,0,0
10224557,,
10224832,0,0
10224998,0,0
10225915,0,0
10226511,,
10226972,0,0
10228901,,
10229075,0,0
10229444,0,0
10230429,1,0.004255319
10231294,1,0.027027027
10231620,,
10232344,,
10232553,1,0.012987013
10233048,,
10233563,,
10233905,1,0.016129032
10234232,1,0.166666667
10234437,,
10241876,,
10242095,2,0.064516129
10243039,0,0
10243895,3,0.031914894
10244876,,
10246056,2,0.016393443
10246479,2,0.019607843
10246816,0,0
10247766,,
10247799,0,0
10249075,,
10250433,0,0
10251082,7,0.031390135
10251768,0,0
10252921,1,0.008928571
10253159,0,0
10253315,1,0.004587156
10253377,,
10257476,3,0.065217391
10262473,0,0
10265988,0,0
10266670,,
10267034,0,0
10267242,0,0
10268712,0,0
10268868,0,0
10270377,0,0
10270687,1,0.005524862
10272718,1,1
10273251,2,0.02020202
10276934,,
10277010,0,0
10279086,8,0.059259259
10280162,,
10280345,5,0.034013605
10280355,,
10280439,,
10280549,1,0.006060606
10281054,2,0.035714286
10282292,0,0
10282307,3,0.033333333
10283008,0,0
10289124,0,0
10293298,1,0.076923077
10297582,,
10298783,0,0
10301359,1,0.029411765
10307009,0,0
10308738,1,0.009803922
10310874,0,0
10316551,0,0
10318675,0,0
10319494,0,0
10319699,0,0
10319730,0,0
10321100,2,0.032258065
10322621,,
10329264,0,0
10334395,,
10336440,1,0.037037037
10338839,0,0
10339291,,
10340695,,
10340705,2,0.052631579
10340745,,
10340849,,
10340994,0,0
10341003,,
10341262,0,0
10343542,0,0
10351249,2,0.009756098
10353094,0,0
10354038,0,0
10355146,3,0.034090909
10355806,0,0
10356093,,
10357730,2,0.029411765
10358108,0,0
10359702,,
10361885,,
10362017,0,0
10363521,,
10365373,2,0.015037594
10365516,4,0.030075188
10365991,0,0
10367884,0,0
10368055,0,0
10368714,2,0.01369863
10369038,0,0
10371643,,
10377405,0,0
10377445,,
10381948,0,0
10382430,0,0
10383291,,
10385262,0,0
10386341,2,0.008163265
10386831,0,0
10386936,0,0
10387839,0,0
10387852,0,0
10388512,1,0.010416667
10390252,,
10390256,,
10390481,0,0
10390902,0,0
10393619,0,0
10401534,0,0
10403070,0,0
10403199,,
10403231,,
10403667,,
10403922,0,0
10405711,0,0
10407271,0,0
10407723,5,0.038167939
10409669,4,0.090909091
10409905,0,0
10411679,1,0.035714286
10412006,,
10412649,,
10413474,2,0.024096386
10413492,1,0.111111111
10413576,2,0.010582011
10414065,,
10417282,,
10422987,0,0
10423846,1,0.0625
10429566,2,0.105263158
10433284,,
10434806,0,0
10435862,0,0
10438331,0,0
10438662,0,0
10445597,0,0
10446429,,
10446926,0,0
10446989,5,0.040322581
10447691,,
10449807,,
10450820,0,0
10452541,2,0.014814815
10452737,,
10454844,3,0.057692308
10458099,0,0
10460113,3,0.037037037
10469388,0,0
10470258,6,0.04109589
10472004,0,0
10473052,,
10473477,0,0
10473676,0,0
10473730,0,0
10474780,0,0
10475047,0,0
10476782,0,0
10478114,0,0
10478482,,
10478526,0,0
10482237,3,0.015873016
10482409,2,0.010309278
10482554,6,0.030927835
10487548,7,0.107692308
10488505,0,0
10489240,1,0.009009009
10489896,,
10489923,0,0
10490073,0,0
10491207,,
10491594,2,0.333333333
10498577,0,0
10499025,0,0
10500033,,
10500222,0,0
10500406,0,0
10504508,,
10509662,0,0
10512575,0,0
10512932,1,0.038461538
10513228,1,0.034482759
10513499,0,0
10514166,0,0
10514203,,
10514879,0,0
10515838,1,0.012820513
10515893,0,0
10516610,,
10516819,1,0.016393443
10520825,0,0
10522830,5,0.040322581
10524082,,
10524365,1,0.006024096
10525616,1,0.023255814
10526335,0,0
10526745,0,0
10526930,,
10527142,0,0
10527274,3,0.03125
10534018,1,0.2
10537769,,
10538353,2,0.012987013
10538764,,
10539341,0,0
10539491,1,0.01
10539779,0,0
10540337,0,0
10540383,2,0.019417476
10540876,0,0
10541080,0,0
10542066,0,0
10542658,,
10542679,0,0
10544239,0,0
10544439,0,0
10545027,4,0.222222222
10545815,1,0.006097561
10546254,0,0
10546363,0,0
10546568,,
10546729,,
10548768,,
10548910,0,0
10549650,,
10551015,0,0
10551695,0,0
10553095,1,0.023809524
10560986,0,0
10561771,0,0
10562085,,
10562990,1,0.5
10563076,,
10564375,,
10564483,0,0
10564616,0,0
10565363,0,0
10566341,0,0
10567332,0,0
10568208,1,0.028571429
10568646,,
10569037,0,0
10573225,1,0.005747126
10574818,4,0.04494382
10575777,0,0
10575811,0,0
10575983,0,0
10576172,0,0
10576404,0,0
10576498,0,0
10586622,0,0
10587891,,
10589384,,
10592839,,
10593675,0,0
10595000,0,0
10595374,3,0.026086957
10596856,,
10600032,,
10605445,10,0.034722222
10605897,1,0.017857143
10608951,1,0.03030303
10609103,1,0.012987013
10609963,,
10611168,0,0
10612564,0,0
10614204,0,0
10615883,1,0.020408163
10617757,1,0.142857143
10619623,,
10625484,1,0.023255814
10625668,,
10628495,,
10630048,0,0
10631201,,
10634636,0,0
10635913,,
10636997,4,0.021390374
10637554,2,0.016393443
10646179,0,0
10647977,2,0.058823529
10648971,,
10650510,0,0
10656360,,
10657080,0,0
10657403,0,0
10658564,,
10658613,0,0
10659825,0,0
10660249,1,0.004166667
10666314,0,0
10671206,0,0
10671589,0,0
10673134,0,0
10674836,0,0
10675118,0,0
10675218,,
10676786,,
10676959,0,0
10679702,2,0.016806723
10679740,,
10680745,,
10681362,0,0
10681986,,
10682290,0,0
10682536,0,0
10684164,0,0
10684843,,
10685403,0,0
10686287,,
10686406,,
10686809,,
10686958,0,0
10692885,0,0
10695252,,
10695321,,
10696502,,
10697652,1,0.004347826
10701027,0,0
10702489,0,0
10702506,0,0
10702865,,
10704981,0,0
10709249,2,0.010416667
10709846,0,0
10710179,2,0.021276596
10719039,0,0
10721891,0,0
10723142,0,0
10724373,1,0.333333333
10725897,21,0.10880829
10726217,0,0
10729454,0,0
10729951,0,0
10730086,0,0
10731035,1,0.05
10731317,1,0.014925373
10731618,,
10731680,2,0.012578616
10732197,5,0.056179775
10732341,0,0
10732870,0,0
10733505,0,0
10741931,0,0
10746511,,
10748040,0,0
10751336,0,0
10752737,,
10753967,,
10755415,0,0
10755419,,
10765309,0,0
10765607,0,0
10766309,0,0
10766339,0,0
10769752,1,0.015384615
10770836,,
10772141,,
10773150,0,0
10774325,,
10782718,,
10784650,0,0
10786240,,
10786987,0,0
10787042,0,0
10788568,,
10789046,,
10789121,,
10792883,,
10798553,,
10801094,1,0.052631579
10801474,0,0
10803759,0,0
10805767,,
10807749,0,0
10807838,3,0.029126214
10808493,1,0.025641026
10810807,,
10811465,0,0
10811548,,
10811875,0,0
10812027,0,0
10812136,,
10812263,0,0
10812641,,
10812960,,
10813133,,
10822131,,
10824421,,
10824871,0,0
10826734,0,0
10827567,0,0
10828230,0,0
10829384,1,0.023809524
10830815,0,0
10830834,,
10833173,,
10836260,,
10836805,0,0
10837039,0,0
10837800,0,0
10838084,0,0
10838743,,
10839007,0,0
10847901,1,0.025641026
10848827,0,0
10849166,0,0
10849426,,
10850008,3,0.06
10850026,0,0
10851925,,
10853313,2,0.010152284
10853955,0,0
10857181,,
10859700,1,0.012048193
10861389,0,0
10863225,,
10864440,,
10869804,,
10874577,0,0
10875244,,
10877492,0,0
10880196,0,0
10881164,0,0
10881719,1,0.0625
10882066,9,0.060810811
10885211,0,0
10886372,,
10886532,,
10886628,,
10886971,1,0.019230769
10887262,0,0
10887847,2,0.008510638
10888320,2,0.026315789
10896507,,
10899004,,
10900130,0,0
10901062,0,0
10902752,,
10904914,0,0
10909011,0,0
10919160,0,0
10919968,0,0
10921091,,
10921244,0,0
10922736,,
10922889,0,0
10924304,0,0
10925309,1,0.014925373
10925844,,
10928250,1,0.1
10930279,,
10937904,,
10938202,1,0.166666667
10938544,0,0
10939255,0,0
10939344,0,0
10939710,1,0.010638298
10941762,4,0.056338028
10943915,0,0
10944845,0,0
10945632,2,0.006779661
10945985,0,0
10946644,0,0
10947986,0,0
10957871,0,0
10958463,1,0.013513514
10958668,0,0
10966240,0,0
10967026,0,0
10980168,0,0
10980678,0,0
10985093,4,0.108108108
10985169,0,0
10985734,,
10987342,0,0
10988682,0,0
10992335,0,0
10992671,0,0
10995738,,
10995810,,
10996466,0,0
10996816,0,0
11003247,0,0
11005300,2,0.0625
11006134,,
11007370,,
11008081,0,0
11010008,0,0
11011567,0,0
11014346,0,0
11018752,0,0
11020169,5,0.02
11023993,1,0.010204082
11031059,,
11032588,,
11032957,2,0.033333333
11033476,0,0
11033590,2,0.045454545
11035889,0,0
11037023,1,0.058823529
11037105,,
11039706,,
11040458,0,0
11042240,4,0.021978022
11042350,0,0
11043540,0,0
11043651,,
11043970,0,0
11044326,0,0
11044453,0,0
11045529,0,0
11046443,2,0.010362694
11046598,1,0.006493506
11059197,,
11061063,,
11065341,,
11065571,,
11065633,0,0
11065884,0,0
11067934,0,0
11068187,0,0
11069291,1,0.011111111
11080142,2,0.012820513
11083362,1,0.009009009
11085352,,
11089123,0,0
11091309,2,0.011111111
11095719,0,0
11096801,3,0.02238806
11096888,,
11098018,,
11100490,2,0.028169014
11100541,0,0
11102591,,
11114607,0,0
11117439,0,0
11120231,0,0
11120851,0,0
11123966,0,0
11123996,0,0
11130697,,
11132775,,
11136854,0,0
11137382,0,0
11138618,0,0
11138823,4,0.01826484
11138910,0,0
11139469,5,0.048543689
11140165,2,0.105263158
11141064,0,0
11143891,0,0
11144496,,
11144544,0,0
11146432,7,0.022580645
11146878,,
11147376,0,0
11147993,1,0.005464481
11153954,0,0
11157167,2,0.076923077
11161984,0,0
11162285,1,0.041666667
11162475,1,0.166666667
11162564,0,0
11162977,0,0
11164047,0,0
11164599,2,0.046511628
11166140,0,0
11167618,0,0
11168007,,
11168411,,
11176819,0,0
11183567,0,0
11183878,1,0.029411765
11186765,0,0
11187722,1,0.003773585
11190303,1,0.021276596
11190701,,
11190831,0,0
11191242,0,0
11194693,3,0.012875536
11209113,0,0
11210604,0,0
11210829,,
11211612,,
11212414,0,0
11216918,0,0
11219289,1,0.005208333
11221362,0,0
11222221,,
11224100,0,0
11226397,,
11226811,0,0
11228502,0,0
11228512,,
11229663,0,0
11237441,7,0.058823529
11238715,0,0
11239207,,
11239248,0,0
11240650,2,0.25
11242469,,
11243953,0,0
11244568,0,0
11244921,0,0
11253487,0,0
11254989,0,0
11257497,0,0
11259934,0,0
11270828,,
11271036,0,0
11272222,1,0.018518519
11272815,,
11276229,,
11276513,,
11279590,0,0
11279820,,
11280583,0,0
11281365,1,0.007352941
11281913,0,0
11282208,0,0
11282348,0,0
11282499,,
11282788,0,0
11284520,,
11284626,,
11294566,0,0
11295356,0,0
11295457,1,0.022727273
11295918,,
11296590,0,0
11298300,0,0
11301136,0,0
11302422,0,0
11302521,0,0
11304325,0,0
11304836,1,0.333333333
11305815,0,0
11313271,0,0
11315999,5,0.069444444
11316570,0,0
11317209,0,0
11319227,0,0
11320246,0,0
11320482,,
11321187,0,0
11321484,,
11322391,0,0
11322591,0,0
11323125,0,0
11324531,,
11324565,0,0
11325107,1,0.008
11326009,0,0
11335874,0,0
11337913,,
11338529,0,0
11340694,0,0
11341650,,
11341728,0,0
11343196,0,0
11343331,2,0.125
11346699,0,0
11351798,0,0
11352664,0,0
11355476,0,0
11355757,0,0
11356941,0,0
11357182,0,0
11359026,0,0
11359148,5,0.023696682
11359913,,
11360523,,
11360716,0,0
11360854,0,0
11363349,,
11369211,0,0
11370207,0,0
11371099,3,0.024
11371535,1,0.010309278
11371773,0,0
11371974,,
11372267,0,0
11373565,,
11373754,1,0.037037037
11374387,0,0
11374453,0,0
11375631,0,0
11377233,0,0
11377777,0,0
11378048,0,0
11378564,3,0.019354839
11380956,0,0
11381288,0,0
11381526,0,0
11389037,,
11389773,,
11391101,0,0
11391811,0,0
11396922,0,0
11398939,0,0
11399898,0,0
11401884,3,0.033707865
11407817,1,0.5
11411361,,
11411839,0,0
11412169,,
11412980,8,0.03187251
11414971,0,0
11415455,0,0
11419133,0,0
11420840,1,0.033333333
11421477,3,0.058823529
11421994,1,0.005405405
11422056,1,0.009615385
11431526,1,1
11431871,0,0
11433561,0,0
11434339,,
11434570,2,0.086956522
11434848,,
11435529,0,0
11437634,5,0.032894737
11437792,0,0
11438189,2,0.010989011
11439208,0,0
11439224,0,0
11440252,0,0
11440260,0,0
11441692,0,0
11442506,0,0
11444671,3,0.049180328
11451070,0,0
11451660,1,0.023255814
11452204,0,0
11452547,1,0.125
11452989,0,0
11453029,0,0
11453784,1,0.111111111
11456047,,
11456821,,
11457547,0,0
11457577,,
11458973,,
11459084,1,0.038461538
11460993,5,0.042735043
11461331,0,0
11461524,0,0
11462440,,
11462944,,
11465084,1,0.03125
11474011,0,0
11474664,0,0
11474808,0,0
11477869,1,0.076923077
11477920,,
11477921,,
11478813,1,0.029411765
11479334,0,0
11480835,,
11481037,0,0
11486357,0,0
11486601,2,0.033898305
11490744,0,0
11491051,0,0
11491696,,
11493255,4,0.056338028
11495792,,
11495797,0,0
11496210,1,0.009174312
11496607,3,0.035714286
11496968,0,0
11497938,0,0
11502990,1,0.111111111
11503335,1,0.04
11503509,0,0
11505981,1,0.032258065
11506248,3,0.428571429
11509497,0,0
11511431,2,0.015625
11511466,0,0
11511592,0,0
11512962,0,0
11513480,0,0
11514023,0,0
11514756,5,0.025125628
11514862,,
11521447,1,0.00952381
11522815,0,0
11524437,2,0.111111111
11526590,0,0
11526684,0,0
11526771,,
11528951,,
11529406,0,0
11529467,,
11530901,,
11531130,0,0
11531154,,
11531322,0,0
11531744,1,0.05
11532023,0,0
11532518,,
11535506,2,0.032258065
11542467,5,0.036231884
11543453,0,0
11544438,0,0
11544577,0,0
11544648,1,0.008403361
11545797,0,0
11546336,0,0
11546462,,
11546806,0,0
11547077,0,0
11547640,0,0
11548744,0,0
11549676,0,0
11549838,0,0
11552389,0,0
11552749,0,0
11553357,1,0.018181818
11553360,1,0.009803922
11553426,0,0
11553908,0,0
11554224,0,0
11554255,1,0.090909091
11563821,1,0.015625
11564373,5,0.017064846
11564448,,
11564960,,
11566601,,
11567796,,
11568026,,
11568577,0,0
11569227,1,0.023809524
11569560,,
11571180,0,0
11573269,0,0
11573292,,
11573695,,
11574674,0,0
11575101,1,0.008474576
11580884,0,0
11581420,0,0
11583439,,
11584288,,
11584340,,
11587722,0,0
11587779,0,0
11588003,0,0
11589391,0,0
11589713,,
11589895,0,0
11590055,0,0
11591276,,
11591364,1,0.076923077
11591798,2,0.012738854
11593365,,
11593727,0,0
11602050,0,0
11602485,,
11602574,0,0
11603201,0,0
11603743,1,0.333333333
11604307,2,0.022988506
11604885,1,0.010989011
11605983,0,0
11609108,0,0
11609114,,
11610515,,
11611289,,
11611298,1,0.006802721
11611809,0,0
11617815,1,0.014492754
11618338,0,0
11619745,0,0
11619832,0,0
11619987,0,0
11620062,1,0.1
11620118,4,0.01509434
11620821,0,0
11624287,2,0.035714286
11627123,0,0
11627443,0,0
11633801,,
11634575,0,0
11635717,0,0
11637578,,
11638302,0,0
11638339,0,0
11639297,0,0
11639940,0,0
11641258,0,0
11646497,,
11649232,0,0
11650429,0,0
11650863,1,0.005347594
11651283,0,0
11651455,0,0
11651554,0,0
11651881,0,0
11651929,0,0
11651980,,
11652872,0,0
11653081,3,0.01986755
11653913,0,0
11654372,,
11655500,0,0
11656367,,
11656396,2,0.008438819
11656719,1,0.024390244
11656721,,
11657725,0,0
11658950,0,0
11659008,1,0.008695652
11659242,0,0
11659296,0,0
11667455,,
11667910,2,0.025
11670639,,
11671588,0,0
11672539,,
11672600,0,0
11673018,,
11674309,0,0
11675279,1,0.025
11675341,0,0
11675817,0,0
11677489,0,0
11678327,,
11684682,4,0.025641026
11685868,0,0
11687738,0,0
11689818,0,0
11690836,,
11691699,0,0
11693193,0,0
11695094,0,0
11695338,0,0
11696801,0,0
11697308,0,0
11697629,0,0
11698352,,
11699080,,
11700121,0,0
11712888,,
11713899,0,0
11714137,0,0
11715256,0,0
11715651,0,0
11716127,1,0.25
11716677,2,0.009478673
11716947,0,0
11718547,0,0
11720001,6,0.107142857
11720130,1,0.027777778
11721727,,
11724873,1,0.007936508
11728836,0,0
11730504,2,0.117647059
11732848,0,0
11737916,,
11738951,0,0
11739071,0,0
11739168,0,0
11739393,,
11739698,0,0
11741555,2,0.086956522
11742647,0,0
11751327,0,0
11751718,0,0
11751916,,
11752905,0,0
11753010,2,0.018018018
11753760,4,0.021857923
11753792,0,0
11754456,0,0
11758313,0,0
11760308,1,0.014492754
11767644,0,0
11769309,0,0
11771598,,
11774815,,
11775127,0,0
11775179,2,0.153846154
11775483,4,0.022857143
11775601,,
11776428,0,0
11776880,0,0
11778761,0,0
11782120,0,0
11782585,1,0.015384615
11784410,1,0.038461538
11786053,1,0.034482759
11786452,0,0
11786930,0,0
11787290,0,0
11788559,1,0.111111111
11790047,0,0
11790749,,
11791225,0,0
11791673,0,0
11793542,,
11796761,0,0
11798782,0,0
11801800,0,0
11802086,0,0
11803487,,
11803893,,
11804245,,
11812196,0,0
11812986,0,0
11814079,0,0
11814184,,
11816864,0,0
11817955,,
11821598,,
11822193,0,0
11822434,0,0
11823125,0,0
11825152,0,0
11826442,0,0
11826892,0,0
11827037,,
11827175,0,0
11827224,0,0
11827451,0,0
11829419,0,0
11830682,0,0
11833497,0,0
11837681,,
11837962,0,0
11840057,,
11840404,0,0
11841709,0,0
11841988,,
11842127,,
11842300,0,0
11842735,,
11844776,0,0
11845193,,
11847204,0,0
11850334,,
11850380,0,0
11850782,0,0
11850900,0,0
11850918,0,0
11851288,0,0
11858737,0,0
11859901,0,0
11861349,0,0
11862941,,
11863225,0,0
11863468,0,0
11863602,0,0
11864530,0,0
11865398,0,0
11866156,0,0
11866301,0,0
11866751,0,0
11867573,,
11868050,0,0
11868110,0,0
11869400,1,0.003937008
11871690,3,0.031914894
11871903,0,0
11871932,0,0
11872337,1,0.017241379
11873498,0,0
11875383,0,0
11884931,0,0
11885446,,
11885997,0,0
11886795,0,0
11888497,0,0
11890279,2,0.041666667
11890882,0,0
11892476,0,0
11893359,0,0
11894427,0,0
11901356,0,0
11903561,,
11904191,4,0.025641026
11904345,1,0.007518797
11905096,1,0.006944444
11905212,0,0
11906169,,
11909308,0,0
11909622,,
11910257,,
11910278,0,0
11910742,0,0
11910848,1,0.5
11911783,0,0
11922306,0,0
11923007,,
11923881,0,0
11924652,0,0
11926941,0,0
11927300,1,0.111111111
11927624,0,0
11928097,,
11929230,,
11935301,0,0
11937647,0,0
11939910,0,0
11940117,0,0
11943700,,
11943846,0,0
11944668,0,0
11944718,0,0
11946206,0,0
11947067,1,0.0625
11948586,0,0
11950107,0,0
11959165,0,0
11959356,0,0
11960466,0,0
11961053,3,0.030612245
11963123,,
11965263,,
11965862,0,0
11966139,1,0.010309278
11967410,0,0
11967737,0,0
11968539,1,0.041666667
11968680,0,0
11968958,0,0
11971174,0,0
11971580,,
11973701,1,0.090909091
11980791,1,0.05
11981145,,
11981509,0,0
11982174,0,0
11983644,0,0
11984115,0,0
11984762,0,0
11985793,,
11988251,0,0
11989954,0,0
11990841,,
11993790,0,0
12000603,4,0.043010753
12000617,1,0.2
12000916,,
12001322,,
12001638,,
12001650,0,0
12001854,0,0
12001984,0,0
12003146,0,0
12004174,,
12004175,0,0
12004547,3,0.01863354
12004744,0,0
12005318,0,0
12006770,0,0
12007258,2,0.333333333
12007456,0,0
12009651,0,0
12009685,,
12015378,2,0.025974026
12019589,0,0
12019843,0,0
12021544,0,0
12022098,1,0.008130081
12022739,0,0
12022833,0,0
12024220,0,0
12025968,0,0
12026418,0,0
12028322,0,0
12028495,,
12028733,0,0
12032987,0,0
12034085,0,0
12034640,1,0.037037037
12037401,0,0
12039579,0,0
12039894,1,0.25
12043691,0,0
12050280,,
12050932,0,0
12051116,0,0
12052143,0,0
12052609,2,0.054054054
12053427,2,0.027777778
12053637,0,0
12054286,,
12054516,6,0.070588235
12054723,1,0.007142857
12055540,,
12056517,,
12063562,0,0
12064423,0,0
12067652,0,0
12068031,0,0
12070965,0,0
12070985,,
12070989,0,0
12071038,0,0
12071153,0,0
12071454,0,0
12072069,0,0
12078540,0,0
12078997,1,0.02173913
12079099,0,0
12079993,0,0
12081254,0,0
12081327,,
12082737,,
12083016,0,0
12083625,0,0
12084009,0,0
12084100,,
12084205,0,0
12085680,0,0
12086351,,
12086985,0,0
12087608,,
12087785,0,0
12088134,0,0
12088765,0,0
12089013,0,0
12089661,0,0
12090887,0,0
12091679,1,0.1
12092786,0,0
12095161,,
12095636,0,0
12099852,,
12106132,0,0
12106348,2,0.036363636
12106946,0,0
12107055,0,0
12108512,,
12109533,0,0
12110383,0,0
12110663,0,0
12112190,0,0
12112565,0,0
12113045,,
12113494,,
12114017,0,0
12114040,0,0
12114228,0,0
12114628,1,0.166666667
12114756,0,0
12115597,0,0
12122102,4,0.022346369
12129245,,
12130236,1,0.023809524
12130620,0,0
12132022,,
12132427,2,0.166666667
12132772,0,0
12133132,0,0
12134113,0,0
12135851,0,0
12135856,,
12145189,0,0
12145578,0,0
12145875,0,0
12145887,0,0
12147723,0,0
12148081,4,0.088888889
12148215,0,0
12151638,1,0.015873016
12153428,3,0.017045455
12153709,,
12154621,0,0
12155351,0,0
12156078,0,0
12166897,1,0.012048193
12166912,0,0
12167152,3,0.035714286
12167819,0,0
12167857,0,0
12169389,2,0.026666667
12169531,0,0
12169847,,
12170307,0,0
12170991,0,0
12171619,,
12171671,5,0.018181818
12172457,0,0
12173904,,
12174966,0,0
12175508,,
12177276,0,0
12181485,0,0
12181549,0,0
12184165,0,0
12184956,,
12185578,0,0
12186697,0,0
12187800,,
12188721,,
12190495,0,0
12190880,1,0.011904762
12191010,0,0
12191116,1,0.2
12196647,,
12202225,,
12202511,0,0
12204161,0,0
12205049,0,0
12205604,3,0.090909091
12206029,0,0
12206323,0,0
12209944,7,0.048275862
12210323,2,0.037037037
12210730,0,0
12211018,,
12212943,,
12220661,0,0
12221970,8,0.4
12222304,,
12223159,3,0.040540541
12223531,0,0
12223866,5,0.053763441
12224443,0,0
12224852,0,0
12225502,,
12225838,4,0.01793722
12226927,0,0
12227008,,
12227645,2,0.0625
12228023,,
12228640,,
12228859,0,0
12230361,0,0
12230921,0,0
12231254,1,0.013333333
12231304,,
12231331,,
12231443,,
12234139,0,0
12243556,,
12245694,0,0
12245906,0,0
12247741,0,0
12249359,0,0
12249461,0,0
12250653,0,0
12251481,0,0
12252513,0,0
12252583,0,0
12252993,0,0
12253338,,
12253809,,
12254147,0,0
12265378,1,0.014285714
12267015,0,0
12267599,5,0.040650407
12268056,0,0
12269953,0,0
12272376,22,0.47826087
12272850,0,0
12273048,1,0.2
12273688,1,0.25
12274662,0,0
12281070,,
12282543,0,0
12282916,0,0
12283602,,
12284280,1,0.007194245
12286191,1,0.052631579
12286939,0,0
12287938,0,0
12290567,0,0
12291318,0,0
12292226,0,0
12292409,0,0
12293900,1,0.052631579
12294008,,
12296996,0,0
12298456,1,0.083333333
12300734,1,0.019607843
12301489,1,0.027027027
12302170,0,0
12303877,,
12304523,0,0
12307809,2,0.016260163
12308695,0,0
12310556,0,0
12317903,1,0.006289308
12318604,,
12321626,0,0
12322150,0,0
12322999,,
12324203,0,0
12324428,,
12324757,0,0
12325036,1,0.023255814
12325045,0,0
12326402,1,0.1
12326470,0,0
12328112,1,0.058823529
12333456,0,0
12333601,,
12336343,0,0
12336668,0,0
12338559,0,0
12339863,,
12342004,0,0
12342269,,
12342876,0,0
12343098,0,0
12343127,,
12343793,0,0
12344255,,
12344391,0,0
12344456,3,0.028846154
12344949,,
12345178,0,0
12345354,0,0
12345615,1,0.004545455
12345786,0,0
12346131,3,0.033333333
12355067,0,0
12356709,0,0
12356873,0,0
12358117,1,0.066666667
12358120,0,0
12358495,,
12359146,1,0.026315789
12360207,1,0.018181818
12360254,,
12360322,0,0
12360660,0,0
12360754,1,0.071428571
12362194,,
12363598,,
12363920,0,0
12365206,0,0
12366132,0,0
12366226,0,0
12366408,0,0
12366762,1,0.023809524
12367315,0,0
12367449,0,0
12367673,0,0
12368099,,
12368109,0,0
12370347,2,0.016
12375976,0,0
12376365,0,0
12377267,,
12379298,0,0
12380717,1,0.142857143
12381336,2,0.153846154
12382140,0,0
12383041,0,0
12383067,0,0
12384862,0,0
12385002,1,0.035714286
12385794,0,0
12386361,,
12386579,9,0.108433735
12387018,,
12387215,,
12387961,0,0
12388091,0,0
12388494,,
12389574,2,0.016129032
12389931,0,0
12390529,0,0
12396603,0,0
12398308,,
12400242,0,0
12401233,0,0
12403252,1,0.006060606
12403816,1,0.006802721
12404734,0,0
12404820,,
12404998,0,0
12405814,0,0
12406683,0,0
12407244,0,0
12409217,0,0
12409364,,
12409508,,
12410412,0,0
12411380,0,0
12411737,,
12412900,1,0.037037037
12417189,0,0
12420694,,
12420947,0,0
12422777,,
12422969,,
12423497,0,0
12423868,0,0
12425266,0,0
12425296,,
12426775,0,0
12426778,,
12426957,0,0
12427898,2,0.00952381
12430126,0,0
12430153,1,0.142857143
12431649,0,0
12433088,0,0
12433302,0,0
12433898,0,0
12434717,2,0.030769231
12443469,1,0.00990099
12445316,2,0.011627907
12445714,0,0
12446494,,
12447273,0,0
12451425,0,0
12452110,1,0.007092199
12453775,1,0.019607843
12454556,0,0
12462634,0,0
12462883,,
12464635,1,0.055555556
12465732,0,0
12467421,0,0
12470877,0,0
12471447,1,0.2
12472258,,
12472883,,
12473632,,
12477280,1,0.058823529
12482870,0,0
12485134,1,0.071428571
12485862,2,0.01754386
12487909,1,0.00729927
12492242,,
12492594,2,0.028571429
12492795,1,0.055555556
12492941,1,0.029411765
12493228,0,0
12493291,0,0
12494415,,
12494870,0,0
12495520,,
12495562,1,0.011904762
12495831,1,0.016666667
12495887,0,0
12496037,0,0
12496118,0,0
12497438,0,0
12497757,,
12497783,0,0
12502633,5,0.00929368
12504542,,
12509350,0,0
12519042,1,0.038461538
12519645,0,0
12519774,,
12520066,,
12521735,,
12522024,0,0
12523287,0,0
12523484,,
12532453,0,0
12538440,,
12539250,,
12542485,0,0
12542544,2,0.013422819
12542909,0,0
12543988,,
12544062,0,0
12545436,0,0
12546799,0,0
12547357,0,0
12547481,0,0
12549290,0,0
12554945,0,0
12558102,,
12558307,0,0
12558745,0,0
12559933,0,0
12560110,0,0
12560137,,
12561615,1,0.008130081
12561681,8,0.105263158
12562075,,
12563738,2,0.036363636
12564287,0,0
12566262,,
12566957,0,0
12567993,,
12568401,0,0
12568741,2,0.022988506
12582348,0,0
12583907,0,0
12584072,7,0.051470588
12585015,2,0.023529412
12585126,,
12587017,17,0.096590909
12587102,0,0
12587698,3,0.033707865
12590077,1,0.026315789
12591059,0,0
12592427,1,0.004048583
12593389,0,0
